Number of hit	Text ID	Concordance line
690	5196273	"even worse when it is made by those in power , since it creates a rippling effect , giving the impression that/IN this is an acceptable form of behavior . The person who makes it may not even be aware of his/her deep seated prejudices , and may actually believe <<< he/she >>> is not that kind of person . I am a female neurosurgeon , who had also been through overt and subtle forms of discrimination in my training and practice , by both men and women . Women , because some of them failed to recognized that/IN they were conditioned to"
691	5174603	"his/her own personalized page , however new registered users will need a while to find out how they can log in . As Lee in our comments said , "" someone thats invested their time to sign up for a to log in . "" Ok , but why should <<< he/she >>> ? Why not just place the link somewhere where it 's visible ? It sounds reasonable to us. 2 . Pop-ups for content presentation . Almost every modern web browser uses a popup-blocker to prevent pop-ups , ad blocks and further site content recognized as advertisement . Firefox , Safari"
692	5144728	"Allen West would be even better choice . West is an "" elected politician "" and has "" all the right moves "" on his stances on key political , military and domestic issues . In reality , it really does n't matter who Romney chooses -- as long as <<< he/she >>> is electable . The ONLY objective is to defeat Obama . This is crucial for the long-term sustainability of our Constitutional Republic . Obama must NOT get a second term . P.S. ==&gt; My choice for 2008 and 2012 would be a Fred Thompson / Allen West team . This"
693	5203687	"of the picture . So I do n't think this law gives a lot of confidence to photographers anyway ! Yeah , knowing that/IN someone takes my picture , I can now go right after the deep pockets -- i.e. the photographers -- if I as much as suspect that/IN <<< he/she >>> did not secure my written prior permission to have a picture of my likeness taken . Brilliant way to make money -- and you do n't even need to own a camera , everyone ! Interesting . Does this mean photographers now have to take the brunt of "" non"
694	5180127	ended in a Rutgers University freshman killing himself . I told her the news had really depressed me but that/IN I did n't have any insights that could n't be found elsewhere . I mean what do you say when ( yet another ) teen is so victimized by bullies <<< he/she >>> ca n't figure out what the hell to do to make things OK again and gives up everything just to end the suffering ? I 've got nothing to say . I 'm sitting here crying . The casualness with which these acts of torment are perpetrated absolutely stuns me
695	5124144	"perspectives and stories . A sense of wonder about the gospel , about each human soul , about every culture and people inspires action and ignites the unabashed dreamer in all of us . .... If we can capture it ... When one can grasp a sense of wonder , <<< he/she >>> becomes magnetically drawn to people , places , and ideas that radiate light and truth . They become seekers who crave knowledge , challenge , understanding , and growth . Those who "" wonder "" will gladly stumble , will never stop their hands and faces because they understand that/IN"
696	5155216	"Social Security taxes ) should be considered as general revenues for the government or as "" contributions "" to a worker 's own retirement . According to the Social Security Administration , in an In the original act , benefits were to be paid only to the primary worker when <<< he/she >>> retired at age 65 . Benefits were to be based on payroll tax contributions that/IN the worker made during his/her working life . ... The significance of the new social insurance program was that/IN it sought to address the long-range problem of economic security for the aged through a contributory"
697	5128818	"be better able to choose the individual who will be most beneficial to you and your future career goals . Choose a Mentor Who you Respect and is in Alignment that/IN you select as a mentor is someone you respect and admire . If not , you will take what <<< he/she >>> says with a grain of salt and not give much credence to their suggestions . It is also helpful to hold similar values and have something in common with this person . For example , as a working mom it might prove to be beneficial to have another working mom"
698	5173163	but I doubt any of them do that . I have never have too many passwords of my own to remember theirs but there are a few that are burned into my memory for some reason . At one point in time the original IT manager of this company when <<< he/she >>> created all of the accounts they had been setup all with the same password and were not set to require a change on next login and the employee 's were n't informed to change their password or how to change it . So a select few accounts still have that
699	5117892	"address issues in connection with the handling of an employee who suffers from alcoholism . Here is the typical scenario ... An employee 's performance is unsatisfactory for a number of reasons that could include missed deadlines , absenteeism , and erratic behavior . When the employee is confronted , <<< he/she >>> admits to an alcohol problem and inquires as to whether the employer has an employee assistance program . The employee agrees to undergo treatment for alcholism and hopes to return to work once the treatment program is concluded . You , the employer , graciously agree , but require the"
700	5135968	"that effect that/IN I take issue with . I 'm somewhat sympathetic to the idea that/IN critics can have a negative influence on the way people feel about a movie , although that seems invariably to stem from a misunderstanding of what a critic 's job is and of what <<< he/she >>> 's trying to accomplish ( or should be trying to accomplish ; criticism is like any other field , not everyone who works in it is good at it ) . Of course a critic 's review can not "" ruin "" a movie for you , in that it"
701	5161431	"but who condemn "" Zionists . "" My question is , who 's side do these instigators pledge their allegiance ? The answer is , they are all voting Democrat . born in 76 says : This young bright person will probably graduate with a full ride to college where <<< he/she >>> will continue o be pushed through in "" advanced "" classes . Only to come out of a tax funded education under-qualified making a 6-digit income at some company looking for a race quota . *********** And what 's worse is this "" bright "" ( HA ! ) minority"
702	5197926	"a teenager , it is possible ! Stay involved in things that interest them , make a favorite meal with dessert or text them on their cell phone . These times offer an opportunity for you start a conversation and get to know your teen as he/she becomes the person <<< he/she >>> is going to be . Take our quiz and see just how well you really know your teen . Jot down some of the questions you are n't sure of and put them in your next conversation . i am a teen and when i was searching the enternet for"
703	5192015	"culture that often enables some men , not all , to justify rape , or leads them to be aggressive towards their pursuit of a woman without considering their feelings or thoughts , which shares a similar mentality to rapists who dehumanize and objectify their victims . THAT 's what <<< he/she >>> 's talking about in regard to rape culture -- but I agree that/IN this would fall under the general umbrella of sexism . There are different levels of rape culture : http : ... When I used to say , "" I raped that exam , "" I was promoting"
704	5203978	"is to make business.Considering business , the website should be well designed for attracting customers.Customer support should be available for providing solutions and references.As we all know , content is king.Content changes the mind of the people from just viewing to buying it.It should involve the customer to make sure <<< he/she >>> visits the website from time to time.Regular updates from feeds , blogs are also an important factor.We could create a feedback form where we can reply to the posted Every week MSPmentor provides you with free social media tips for improving your brand 's outreach through social media channels ."
705	5155780	"Baby Boomers do if their 401k 's take a huge hit again ? Socialism or not , a lot of people have made lots of money and are heavily invested in keeping the status quo . Again , tell the Baby Boomer there is no money for the 8 pills <<< he/she >>> needs daily . We may end up regretting not letting the whole thing collapse 3 years ago . But once again the powers that be made a lot of money "" fixing "" the problem they created . It 's difficult to preach morals and ethics to the guy who"
706	5158598	"something seems to be , it is a way for validation that/IN someone is communicating with you from the other side . I once had my guide tell me the outcome of something unexpected to happen on a talent show before it happened , and it happen just the way <<< he/she >>> said . I do n't know .... maybe "" they "" just get in a talking mood sometimes , and want to discuss what we are feeding into our brain ? Ha ! It is the same with your experience . What would be the point in knowing that/IN your"
707	5187206	"actions . All people need to know that/IN there will be consequences for their actions ; either good or bad . That is the rule of eternal law that is completely overlooked in our current secular culture . Teach the people that/IN each person can feel better about himself/herself if <<< he/she >>> works to become a better person by doing good for others . Such would give them a sense of accomplishment and self esteem that/IN they can not get in any other way . Educate , educate , educate all our citizenry ! ! Especially the children and youth of our"
708	5111714	"working dogs ... bloodhounds , rescue dogs , sheep-herding dogs , explosive searchers , and suchlike . So I 'd like to know more about your canine companion : What breed is he/she ? How long have has he/she been with you ? What 's his/her personality like ? Is <<< he/she >>> your first canine helper ? Also , what sort of modifcations help you with translating the visual computer stuff ? ( I 'm a Luddite who does n't know computer-y stuff very well . ) Just another Fenwickian Question Barrage , which I am prone to do from time to"
709	5135721	"per hour , you can expect that/IN the cost of your value meal at McDonalds will double as well . The minimum wage worker can never .... ever get ahead . When minimum wage goes up , the minimum wage worker 's dollar has less buying power . Yes , <<< he/she >>> is making more money , but they have to spend more to purchase the bare necessities to survive . As soon as not only making but maximizing profits ... you will be on the road to understanding why minimum wage will never again be considered a living wage . This"
710	5160694	"courting more moderate Republicans and Independents all in one fell swoop . It 's a be on defense right away . All they can do , whether it 's in the primary or general election , is say that he/she either agrees with what the Governor did , or else <<< he/she >>> was in favor of the Vikings leaving or the state paying for the whole deal , essentially . Either way , Dayton just won this issue with the voters . It 's pretty goddamn genius , if you ask me . And he is n't going to the Legislature to"
711	5138346	"end , $18.00/hr , may seem like a pretty decent wage , but a single person facing Local , State , and Federal taxes , $1000/mnnth rent expenses , mandated Health Insurance and Education Loan expense is in a break-even position at best . Anythig less than the $18.00/hr and <<< he/she >>> faces assured bankruptcy , with no relief on the mandates ( health and education ) . I 'm one of the lucky ones , I have a decent job , good pay , and relatively decent benefits , so I get to laugh at them and hang up . I"
712	5152801	"the arrogance of assuming that/IN his views must be reflected by TEC or that/IN TEC is , ipso facto , in error in its views . If a leader who has vowed to support an organization 's canons and rules finds that/IN he/she can not continue to do so , <<< he/she >>> should honorably depart from that organization and find another which he/she can support . I am personally offended that/IN the leader of my diocese has assumed that/IN he has a right/duty to impose his personal views upon my church . Prayers ascend from Pasadena for the Diocese of South Carolina"
713	5150712	"his concepts clear . When i said : "" We apparently must conclude that/IN the goodness or badness of any aspect of human nature is completely dependent upon class . "" It seems to me that is how you see things . If not , an intellectual would explain what <<< he/she >>> really means . You have not done as a participant here . I find that sort of Leftist agitprop to have no intellectual validity even if everyone on Truthdig imbibes it to lesser or greater extent . The idea that/IN one characteristic of human nature produces truth and goodness ..."
714	5115401	", if this person really really wants to kill Obama why did n't they say or do anything the first year he was president ? the secret service does n't investigate every death threat against a president because that would waste its resources , and realistically some punkass who thinks <<< he/she >>> is cool for carrying around an angry and threatening sign against an unpopular president ( which is what most of the people portayed in your photos were ) is not going to spend the time and brainpower required to plan the assassination of said president . zombie writes : If"
715	5108623	"debt will you carry ? ( which also affects the tier placement ) Does anyone seriously think a PhD holder has the same barriers to employment that/IN a high school graduate or someone with just "" some college "" has ? Please ! If someone can complete a PhD , <<< he/she >>> can manage a persistent job search . The overwhelming majority of humanities people are not unemployed . Most of them are in the ballpark of median income and do better than their less educated competitors - on AVERAGE . To me the choice is an opportunity cost calculation that involves"
716	5127564	"the students to have a teacher who abuses them ? Why was n't this guy fired if it is so easy ? Go crawl back under your union umbrella . C'm on right to state it . But I think if you read LMS comment , you 'll see that <<< he/she >>> is right about the union . You 'll also see that he/she states that/IN if the that IF administrators do their jobs , teachers CAN be fired , union or not . I have never been a fan of unions but in this case , it 's MY opinion that/IN"
717	5179997	"a double-standard between personal and public lives . I too believe it should not make a difference who the General is sleeping with EXCEPT what are the employee guidelines for the CIA . I am sorry , but if a lower level employee where in the same situation , would <<< he/she >>> be forced to resign because of the indescretion ? I think they would . I actually admire Patraeus . Unlike many senior managements in the US ( Hostess Cakes ! ) , Patraeus is leading from the top . He broke a rule in the employment manual , and he"
718	5192590	"are n't in official streams in the first place . IMHO , conclude from LN , FullDive device : NerveGear , AmuSphere can detect emotion change , and transmit to the VR and simulate it accordingly . But I do n't know whether if the player cries in game , <<< he/she >>> will cry too in reality , maybe not , because all nerve transmission things from brain to body are blocked by FullDive device . Given that/IN you can sell your account in most MMORPGs , i do n't think its that difficult for Leafa to assume that/IN its someone who"
719	5111292	"'m guy and i can confirm for you that/IN some women are actually much hotter than others , but it is all based on the preference of who 's watching . objectively , people are neither beautiful nor ugly , they just exist . to give someone the idea that/IN <<< he/she >>> is nice looking is dependent on a whole slew a factors , but most of all on the superficiality of modern civilization . e.g. people should be valued based on skills exclusively , a statement that is just not true in today 's society . anyhow , it 's a"
720	5163814	"party ( LOL ! ) . What was left of the FECA-imposed spending limits is now dust in the wind . Citizens United makes the average individual 's contribution to a campaign meaningless and pointless . If 100 people were to each make a $1,000 contribution to a candidate , <<< he/she >>> would have $100,000 in the coffer . However if a Sheldon Adelson or George Soros or an anonymous corporation can come along and make a $5 million contribution to not just one but several Super the time , gets devalued , and we are effectively stripped of our voice ."
721	5144424	"to help their students improve their scores through test preparation . In fact , in some schools the first two hours of every day is set aside for test prep in tested grades . It also seems apparent that/IN Tony has never taught in a standardized tested classroom , otherwise <<< he/she >>> would know that/IN high stakes testing takes a lot out of children and a wise teacher gives her class plenty of opportunity to let go of the stress that/IN I have actually taught tested grades ( third , fourth , and sixth ) during my years as a classroom teacher"
722	5173573	"to the credits that are paid . Some extracts of an interview with an evaluator of the Banco Azteca "" Basically , we deal with people with low incomes . In general , they work in building and domestic service . The ideal customer does not have a paycheck , <<< he/she >>> works per week or per day of whatever . Ideal customers do not progress a little bit more because they do n't know how to save . Each time the company told me it was a bit exaggerated , but in the course of time my own experience showed me"
723	5114579	"Ethiopian Jews . And I do n't know any Jews in the US who are not of European ancestry . I do know of anti-Jewish right-wingers making arbitrary decisions about who 's Jewish and who is n't , along the lines of "" That person supports liberal legislation , so <<< he/she >>> must be a Jew ! "" Kinda silly , but these people operate by belief , not by evidence . "" These guys in no way reflect conservatives , and to think so is ridiculous . These guys are nut jobs . "" I sane conservatives , but when the"
724	5190845	"arm in the machine and causing injury . The client 's arm was significantly injured , needing many surgeries.Carroll &; Carroll , P.C. filed a petition to force the workers ' compensation insurance company to pay the client specific loss benefits . These are benefits an injured employee receives when <<< he/she >>> loses the use of a body part . We argued that/IN the client lost the use of his arm due to the injury . We eventually settled the case for a lump sum payment of $150,000.00 . Also , the client is on social security disability . Carroll &; Carroll"
725	5140777	"should be a pivotal player in terms of PR and Marketing ... Recruiting IS Marketing . A lot of what we do as recruiters , ca n't even be calculated in some Excel spreadsheet for them to show off to their a recruiter is by the amount of LinkedIn Connections <<< he/she >>> has ! It is all about the intangible qualities that/IN a recruiter possesses , and how he/she can put it to use in terms of growing the company . Building relationships is not an overnight task and can take several months to develop ... similar as to when I had"
726	5123076	"w/ 255 . I believe that 's the Midwest . So perhaps he/she was lying about it all along ? I do n't know . I just know that/IN this person is repeating the same arguments , not because they are better received by a new audience , but because <<< he/she >>> is the same audience . LMAO - If it was hatenomor , I would have positively exploded with laughter ... that so-called "" proud black man greedy old party ... he 's gotten permanently banned from MANY blogs ... To say hatenomor is factually-challenged is a HUGE understatement ... he"
727	5172887	"Savita ( or at least protecting her from a substantial risk of septicemia ) required destroying the fetus , which in the mind of Catholics is another human being with the same right to live as the mother . It does n't matter that/IN this human was dying -- until <<< he/she >>> was dead , it would be ( in their opinion , not mine ) unethical to sacrifice him/her to save another human being . In order to accept the possibility of an ethical abortion , you have to start with the assumption that/IN a fetus is not a person ,"
728	5157049	"making excuses for the "" Average American "" nor should we demonize them either though the seeming "" eternal befuddled innocence "" mythology of the average American is kind of ridiculous at this point . Is he/she as complicit as the typical corporate or political overlord ? No . Does <<< he/she >>> benefit from , as Ian is wont to point out , the spoils of being part of the 5% of the population that uses 30 ? % of the world I mean you think a kid who survived the dust of Fallujah ( sp ? ) gives a damn enough"
729	5159108	"a scientist finds a chunk of ice half-buried in a small impact crater in Ecuador , the scientist will posit ice falling from a plane , or the core of a small comet , or something else . The point being that/IN the scientist bases a possible explanation on what <<< he/she >>> already knows ( comets exist ; so do planes that sometimes shed chunks of ice ) he/she can prove or disprove any of them . Bill Hays : see , this is what I mean by militant rationalism . an eloquent explanation wo n't change the fact that/IN "" God"
730	5195006	"resource that has a chance of convincing me that "" ablist "" points to something real ethical significance rather than just another monkey poo attack code word ? Sure I 'd like , intellectually deficient snowflake could open a combined astrophysics and neurosurgery clinic at the summit of Everest if <<< he/she >>> had a yen to . But that 's a smidgen beyond the feasible for the world I find myself in , I think . Likewise , depending upon their disabilities there are real limitations and upon what the impaired can do compared to the typical population . Acknowledging that/IN reality"
731	5186597	"quitting/dismissal or reasons your case , you could state that/IN there were areas of weakness in my profile that/IN I am aware of and have now identified and am sincierely working on . These seem to have come out as a glaring gap to my current employer because of which <<< he/she >>> believed that/IN it was best we part ways and I was let go.Mention your other positives in the same vein . Things or work for which you were appreciated and do also give the reference of a peer/boss who can vouch for your good work . This should make things"
732	5130169	"your confidence , then book your free 20-minute consult with me and learn my systems &; tools : coaching page . Excelent article . Just to add , you could have also writen a few words about the importance of someone calling -- whenever possible -- the other person when <<< he/she >>> knows that is going to be late anyway : "" hey , I 'll be late 10 minutes "" . This time could easily make a difference for the one who 's waiting , who could use it for something else than waiting . Dear Celso , thank you for"
733	5173097	disabilities or receipt of nonservice-connected disability pensions to be dated within the last 12 months except in the case of service members submitting official statements or retirement orders from a branch of the Armed Forces showing that/IN his or her retirement was due to a permanent service-connected disability or that <<< he/she >>> was or retirement orders must indicate that/IN the disability is 10% or more ) . The Department of Justice can not control further dissemination and/or posting of information contained in this vacancy announcement . Such posting and/or dissemination is not an endorsement by the Department of the organization or group
734	5141438	"we reign in Fannie Mae ? No . When I criticize teaching in American public schools and I hear the response , "" but it is not what is happening in the classroom but the child 's homelife , "" I instantly know two things about the correspondent - and <<< he/she >>> has never been to a developing country before . I have seen children who actually sleep on dirt - yes , a dirt pile is their mattress - go on to become lawyers even though their parents never made more than $2 a day . Children all over the world"
735	5197390	"to tie one 's shoes to that child three times . After that , he/she insisted on tying his or her own shoes . My other child still has n't learned and it 's been 18 months later . He/she is just not interested so he/she will wear velcro until <<< he/she >>> is simply ready to learn that skill . I do n't worry about it at all . I know this child has good fine motor skills because his/her writing is superior to his/her siblings ... but ... according to my child 's kindergarten it meant he was destined to be"
736	5163385	"Senators for the make calls , Tweet and Twitpic , email and Facebook today to show support ! You can also make calls , Tweet and Twitpic , email a person with a disability / I am a veteran . I support the CRPD treaty and I want to see <<< he/she >>> vote in support of the treaty this year ! The CRPD will not cost the federal government any additional funds . The CRPD has been reviewed by both Republican and Democratic Attorneys General and by past Counsel to Presidents . They confirm that/IN it does not threaten the sovereignty of"
737	5113803	", and all else who say the same thing as # 's 1 &; 2 . Once the driver realizes it is just a painting , he/she will no longer react to it the very next day he/she comes to pick up their children at school or the next time <<< he/she >>> drives by the school . Usually people do not drive by schools if it is not their usual route of travel to someplace in particular or the school where their children go . So , these drivers that frequent the school 's street , will drive down that street later"
738	5175363	"Family court judges should be permanent . In that manner they can weed out the remarks of advocates for a constituency , like NOW and father 's rights groups family before them . It is my experience , 31 years of practice , that alienating parents are ultimately unsuccessful because <<< he/she >>> advocates for self , not child and is intent upon damaging the other parent . Kids see through this . Often parents give up the fight , feel hurt by the accusations and let them stand unchallenged . Most of the "" rule books "" on proper behavior are not"
739	5159224	"he/she mentioned rob and the "" apology "" , there 's no way she talked about her new house , you know , that one who is soooooo private , and how the fvck he/she knows rob walks the dogs with a bunch of newspapers under his arm ? Was <<< he/she >>> there ? FOS . C'm on , bring me something more reliable sheep . No one 's going to believe this shit ! the part about "" he "" should read "" she "" because it 's about Kristen and her words . Seems confusing to me . Karen Totally"
740	5192738	"aplomb ) of Jesus ' command to "" not judge , or you too will be judged "" ( Matthew 7:1 ) . JDuncan says Dannah has "" chosen to judge something without knowing . "" Anonymous sure wrote a lot of comments ! I 'm beginning to suspect that <<< he/she >>> may be more than one person . Anyhow , at one point she reminds @Phoebe that/IN God says "" Do not judge "" ... but then she accidentally forgets her own life mantra and tells Phoebe to "" Get a life . "" Oops . Guess that happens to the"
741	5158374	", you all need to do a little math and see that/IN a server handling only 4-5 tables is making a HUGE hourly wage and sharing very little with the other staff and only claiming a fraction of the tips to the IRS and paying therefore a fraction of what <<< he/she >>> is supposed to pay in taxes . Most servers make far , far , . far more than the average Amercian per year . Think about what you have been tipping for an hour of time at that table and multiple it by 4-5 and see what the server is"
742	5116540	"the average book ( $175 ) is the same cost as a month 's worth of groceries . Do n't think class instructors are unaware of all this , though . Seventy-seven percent of professors say publishers rarely or never disclose prices , so do n't blame your teacher if <<< he/she >>> asks you to buy a $500 book for a specific course . Fortunately , there are ways of going around the awful can be up to fifty percent cheaper than new ones . As to be expected , they sell out faster than new books and only comprise 25 percent"
743	5144427	"special needs kids ! 1 response to Blessings Do n't Have to be Lessons Good on you i am a student nurse just stepping into paganism and i find you refreshing . Yes you have a child with special needs but i am sure he is funny loving and if <<< he/she >>> is blessed with an extra chromosome well those idiot ( the one that pester for entertainment ) one must also take pitty as they have few chromosome . The ols saying are the best they are not the sharpest pencil in the box , Their a few ingredents short of"
744	5122532	"nation would be honored by the world and setting an example for other nations . Mic your correct , "" just to promote short term succeess "" by a selected few who we vote into congress and want to continue engorging their pockets ! the president , no matter who <<< he/she >>> may be , can only do but so much , no body wins with a house devided. and all clamoring for power and true desire to fix a house that is over 200 years old , with leaky pipes , and instead of calling a plumbers , they call on"
745	5193329	"the opinion that/IN it would be far more relevant to get "" highly effective "" principals . You can have the best teachers and they will only be able to teach as well as the principal dictates . On the other hand , if you have a great principal , <<< he/she >>> . It is ironic that/IN Ms. Ackerman would champion parents by supporting the creation of alternate schools and even vouchers , when by doing so she was admitting her own negligence in holding her principals accountable . ( Conspiracy theories aside . ) It will yet be seen how a"
746	5127564	"n't this guy fired if it is so easy ? Go crawl back under your union umbrella . C'm on right to state it . But I think if you read LMS comment , you 'll see that he/she is right about the union . You 'll also see that <<< he/she >>> states that/IN if the that IF administrators do their jobs , teachers CAN be fired , union or not . I have never been a fan of unions but in this case , it 's MY opinion that/IN LMS made an exztremely fair comment . If this topic had been"
747	5115368	"then it would not be discriminatory for him to do so at a gay wedding . So gay couples be warned . If , on the other hand , the photographer does n't normally witness to guests like that , but would do so at a same-gender wedding simply because <<< he/she >>> disapproves of gay marriage , then that would be discriminatory , and there might be legal does an Iowa business owner deal with customers differently depending on their sexual orientation . The rights of freedom of religion and freedom of speech sometimes conflict with the civil rights of minorities that"
748	5127981	"how long will it take to make it happen ? Steps to Creating a Profitable Blog Creating a blog that can really bring in a large number of visitors involves analyzing every aspect of that blog . Below are a few steps a blogger should follow to make sure that/IN <<< he/she >>> is n't missing an important part of running a blog : Step #1 : Have a focus and create an "" About Us "" page . If you want your blog to really thrive , you have to make sure you have a focus . People want to come to"
749	5163279	"comment from the previous one : As much as I hate Michelle Malkin , we really need to watch the content of our signage warning : Michelle Malkin so as not to give ammunition to the other side . If someone has a sign with Scott Walker in crosshairs , <<< he/she >>> needs to be told that is NOT COOL . The gangbang sign was extra not cool too . If it 's not cool when the right does it , it 's not cool when we do it either . We need to police ourselves . posted by desjardins at 7:18"
750	5166073	"n't confuse compassion with begging for handouts from the "" feds "" . Do n't paint all Kentuckians with the same brush as KYResident . I well remember the ice storm he/she mentioned , and I have plenty of complaints for how it was handled . I do n't think <<< he/she >>> understands the sheer magnitude of destruction of a hurricane that has packed a punch over such a wide spread area . There 's a BIG damn difference entire neighborhoods that have been washed away . It takes more than a simple community effort to get people 's lives back in"
751	5169519	"day . You never know how far the impact of that downvote goes ? Ca n't we see newbies as babies/kids ( and they kinda are ) , being a father of 2 myself , I see negative feedback having your kid on the wrist or insult them every time <<< he/she >>> messed something up ? Most times you just ignore it by giving them the benefit of their age , other times you sit them down on your lap and ' explain ' to them why what they did was wrong . Again I understand the reasoning however I just think"
752	5194576	", though : without proper punctuation and grammar , we are no better than the animals . In time travel we see in the Back To The Future trilogy -- the kind where the traveler is transposed in time , but remains stationary in the same relative position to where <<< he/she >>> left -- the DeLorean would have to be an outstanding space ship , in addition to its already laudable work as a time-ship . A major issue of freely traveling within time while limiting one 's self to a local reference frame -- say , a California mall parking lot"
753	5205485	"your way . She broke the law , plain and simple . Now pay the price . Shame on her for getting a lawyer and dragging out a situation SHE created . If this was a 21 year old kid I bet you would be writing about what an idiot <<< he/she >>> was . Shame on you . September 13 , 2012 at 5:23 pm ( 9 ) Bahaha says : You think because a little old lady who could n't hurt a fly deserved to be yanked out of a car ? Just about everyone at 77 has a bad hip"
754	5140144	"p ? -d ? ' -on ) is a neutral noun , but one , ordinarily , in a narrative , chooses a gender and uses it consistently as long as the authorizing noun is in effect . One could have written : "" Taking a child , he placed <<< he/she >>> in their midst , and putting his arms around him/her , he said to them ... "" Mark 9:36 but this goes against common sense . The use of the word , "" it , "" is inappropriate for an generic referent , because it really means any child ,"
755	5186815	"Indians about what role your uninformed worldview assigns to India . Guess what , without Bush steps , India would not have the opportunity to improve it 's economy by outsourcing US software/other projects . That 's why it 's a strong supporter , who wants to cut the brunch <<< he/she >>> is sitting on ? ! So are you saying Democrats are anti-India ? Also , do you think outsourcing will stop if the next President is a Democrat ? Brain washing is a part of US army the troops are not capable of thinking for themselves ? More left-wing arrogance"
756	5197020	". I am advocating for help and recognition of all males who are victims . No , you are trying to use those victims as a cudgel against women . Again , do n't be coy . Or is it only when a pundit talks about victimization of men that/IN <<< he/she >>> must build "" creds "" with you ? Nah , sometimes people talk about reverse racism or heterophobia . You 're putting words in my mouth to besmirch my message . Nah , focusing on how long it took you to actually talk about victims of systemic discrimination is n't"
757	5111174	"other words not so much by accumulating an increasing number of works , which is now an essential strategy for most writers . Also , lifespans have increased , meaning a longer copyright term than before is necessary just to enable the writer to derive income from the work until <<< he/she >>> dies . So if you want to talk about returning to the past , we do not have the economy of the past ( in terms of what writers are paid and what readers spend ) , the culture of the the lifespans of the past . We do not"
758	5178960	"reason you set achievable goals is so that/IN children can know success . Success breeds more success . If a child has gotten C 's or D 's for 4 years in a row , it may be appropriate to set the bar at getting a success in that , <<< he/she >>> will have the confidence to keep working even harder and go for the A in the next semester . Also , you do n't want to destroy your relationship with your children over grades . You want your children to see you as their cheerleaders as well as butt-kickers ,"
759	5192361	"with you ( I did n't find it rude , but I doubt his statement that/IN there are n't millions of Homestuck fans considering the posts we get on the forum alone ) , but you definitely could have phrased that/IN without insulting him/her . Since , you know , <<< he/she >>> did n't say anything deliberately insulting in that post . And people wonder why people view us as the worst fandom on the web ... Actually , it 's pretty probable that/IN it is in the millions ... seeing as we managed to crash Newgrounds AND Megaupload AND the main"
760	5152118	"the job . I know you 've been waiting for something . Second I love your list . Made me laugh several times . Third , what is the Blue Stocking Salon ? Just friends or something more formalized ? Fourth , Flamingo definitely needs a muse name if ( <<< he/she >>> ? ) is overseeing your writing . Of course you could go with Thalia , Greek muse of comedy and bucolic poetry , but I think something more unique is in order -- a name that will offer inspiration or at least a laugh whenever you get stuck . So"
761	5165869	"Reader 's own form is unknown , but if a book is n't open when Reader appears then you might see a human shape made whole by floating text , scraps of parchment , splatterings of ink , and old book dust . Where is he/she from ? Where does <<< he/she >>> live now ? At this moment , Reader inhabits the oldest library in Barcelona , where our story begins -- floating in and out of journey . Reader sprung from the mind of the first scribe to put quill to paper , tool to stone , and story to lip"
762	5205791	"fancy testing your racing skills off road then you should definitely pick up Acceler8 . The graphics are pretty good , gameplay is smooth and even navigating around the menus and options is fast and responsive . The developer has clearly worked long and hard to get things right and <<< he/she >>> gets the thumbs up from me . If you do n't just fancy racing the computer you can also race real people . Yes - there is WiFi multiplayer support for up to 4 players . Acceler8 wo n't break the bank either . It holds a very reasonable price"
763	5182619	"world out there ( ever heard of Canada ? The UK ? France ? ) where if the cures for cancer existed , they would be trumpted and people would be flocking there from all over the world . And if it was a US doctor with the cure , <<< he/she >>> would readily move to where they could treat and cure people . As for cancer cures : you are so naive . Do you honestly think ANY physician who finds the cure for a cancer would n't become famous ? He/She would win a Nobel prize and become world famous"
764	5189882	"would have never gotten this far if so many people had n't wanted to become lawyers in their employ ... "" We are in the end times where : Your doctor will kill ya and still bill ya . Your lawyer will throw your case because it is n't YOU <<< he/she >>> 's working for . Your banker will deploy criminally illegal moves on you to take your property . Your insurance steal from you like a bookie for the mob . Your kids ' teachers work for their pensions and pay not because they are good teacher-use brainwashing tactics to pretend"
765	5117581	"to simply click in his/her head will probably be surely yours since you have got constantly disseminated along with your buddies by means of custom made L. a . Consequently , even when the pal features forgotten or missing your current phone/mobile quantity or perhaps make contact with handle , <<< he/she >>> can do n't forget the custom made sports email address . As a result , with custom made NBA current email addresses you can not only support your current crew nature and passion , but sometimes furthermore gets compensated at times suddenly . You 'll be able to connect with"
766	5178231	", indeed jaundiced view of their subjects ' autobiographies and memoirs . Still , you 'd think the administrator might understand that/IN there 's no rule about the reliability or unreliability of primary sources . And surely you 'd expect some sense of reality to kick in by the time <<< he/she >>> hears him/herself declaring that/IN primary sources do n't count only secondary sources matter . Are even such august personages as Wikipedia administrators truly gifted enough to evaluate the validity of any and all secondary sources dumped in their "" The other New Yorker entry in the Author 's Reality Sweepstakes"
767	5197828	look mate cheer up ... maybe the imigrants will join the gop ... maybe the gays will see the light and maybe women will accept limits on abortion ' .... oy vey BAHAHAHAHA ! Talking about diversity while dividing peoples into divisions only to spew Nazi talk about shipping people <<< he/she >>> declares is trash out of the country -- what an an absolute skunkheaded putz . Sam Leftwing yes but trash ? I suppose you believe in healthcare for the rich only . That/IN the rich pay too much tax and that/IN th current economic problems have nothing to do with
