Number of hit	Text ID	Concordance line
1157	2020_coling_main_350	"( e. g. En : I ' ve never been there -It : Non ci sono mai stata/stato ) . Differently , English is a natural gender language ( Hellinger and Bußman , 2001 ) that mostly conveys gender via its pronoun system , but only for third-person pronouns ( <<< he/she >>> ) , thus to refer to an entity other than the speaker . As the example shows , in absence of contextual information ( e. g As a woman , I have never been there ) correctly translating gender can be prohibitive . This is the case of traditional text-to-text"
1158	W01_1401	"accuracy clearly decreases as the dist increases . This implies two points : ( 1 ) dist can indicate the quality of the produced translation , in contrast with the fact that/IN MT systems usually do not provide any confidence factor on their results . The user is safe if <<< he/she >>> confines himself/herself to using translations with a small dist value ; ( 2 ) The current algorithm has a problem in handling distant examples , which usually relate to the long sentence problem . Error Analysis As shown in the previous two subsections , the most dominant problem is in"
1159	2022_udfestbr_1_6	"  between "" "" negociada "" "" ( dependent ) and "" "" continua "" "" ( head ) . Also , note that/IN each token has its id subscripted next to it . Editing Sentence Annotation If the user double clicks on a sentence in the results , <<< he/she >>> will be redirected to the corresponding CoNLL-U . There , they will be able to edit the sentence ' s annotation data . The editor is organized in a table-like manner , with each line of the sentence ' s CoNLL-U corresponding to one row in the editor . Therefore"
1160	O10_2002	"account when using the definite article . According to Hawkins [ 17 ] , using the definite article enables the hearer to access the NP in the p-set ( a set of knowledge known by the hearer/reader as being definite ) . The speaker/writer should use the definite article when <<< he/she >>> is confident that/IN the other party knows that/IN the NP is definite . A communication breakdown will occur if the speaker/writer uses the definite article erroneously or mistakenly believes that/IN the hearer has such knowledge . The writers in this corpus may not have been falsely assuming that/IN the reader"
1161	2020_wnut_1_76	"is to develop systems that can automatically extract related events from tweets . The built system should identify different pre-defined slots for each event , in order to answer important questions ( e. g. , Who is tested positive ? What is the age of the person ? Where is <<< he/she >>> ? ) . To tackle these challenges , we propose the Joint Event Multitask Learning ( JOELIN ) model . Through a unified global learning framework , we make use of all the training data across different events to learn and fine-tune the language model . Moreover , we implement"
1162	2021_paclic_1_12	"a face threatening act , which would threaten readers ' negative face if they do not take the action as desired by the speaker . Therefore , since a reader ' s negative face may be threatened by the speaker ' s persuasion act , the reader would decide whether <<< he/she >>> accepts the speaker ' s viewpoints or not ( Taillard , 2002 ) . In order to let readers agree with speaker ' s suggestions to the largest scale , the speaker needs to be strategic while expressing his/her intentions on the statements . Hovland et al. ( 1953 )"
1163	W96_0408	"intention is that/IN the user ' s placement in SLALOM will help guide the kind of constructions that/IN the system should use in its generated text . That is , the system should attempt to generate texts which use constructions that are at ( or slightly above ) the level <<< he/she >>> is placed in SLALOM . Our initial investigations lead us to believe that/IN this may be done within FUE a functional unification-based text generation system [ Elh93 ] through a dynamic ordering of altemative realizations ( ALTs ) . l I In other words , at ALT branches in the"
1164	2021_findings_acl_180	"on the detection of enthusiasm in human textbased dialogues , using lexical features and word co-occurrences with conditional random fields in order to distinguish enthusiastic utterances from non-enthusiastic ones . They defined enthusiasm as "" "" the strength of each participant ' s desire to continue the dialogue each time <<< he/she >>> makes an utterance "" "" . In our work , we instead combine different modalities and features to detect enthusiasm and we define an enthusiastic speaker as "" "" stimulating , energetic , and motivating "" "" ( Keller et al. , 2016 ) . Tokuhisa and Terashima ( 2006"
1165	W00_1012	"checks first the harmful/useful aspects of D , and after this proceeds to aspects connected with possible punishments . The prerequisite for triggering this reasoning procedure is w(pleas ) &gt; w(unpleas ) , which is based on the following assumption : if a person wishes to do something , then <<< he/she >>> assumes that/IN the pleasant aspects of D ( including its consequences ) overweigh its unpleasant aspects . The same kinds of reasoning schemes are constructed for the needed-and must-factors . The reasoning model is connected with the general model of conversation agent in the following way . First , the"
1166	2022_nlp4convai_1_3	"whether the buyer ' s needs have been met , thus seeking a mutually optimal solution . To simulate such a real-world vending scenario and provide enough motivation to start a conversation , both buyer and seller are given incomplete information prior to the conversation . The buyer knows what <<< he/she >>> prefers among multiple products but does not know the quality of the product prior to the conversation , and the seller does not know in advance the buyer ' s preferences but is aware of the quality of the product and its profit . The seller seeks a mutually optimal"
1167	W12_1621	"the matcher would know which object has what name . As shown in Figure 1 , those secret names are displayed only on the director ' s screen but not the matcher ' s . Once the matcher believes that he/she correctly acquires the name of an target object , <<< he/she >>> will record the name by mouseclicking on the target and repeating the name . A task is considered complete when the matcher has recorded the names of all the target objects . Examples Consistent with previous findings ( Liu et al. , 2011 ) , our empirical study shows that/IN"
1168	S15_2082	"as implied by the previous sentence . Similarly , in "" "" I was so happy with my new Mac . "" "" ( Next sentences : "" "" For two months ... Then the hard drive failed . "" "" ) , even though the reviewer says how happy <<< he/she >>> was with the laptop , he/she is expressing a negative opinion . For the polarity slot the possible values were : positive , negative , and neutral . Contrary to SE-ABSA14 , the "" "" neutral "" "" label applies only to mildly positive or mildly negative sentiment , thus"
1169	P18_1212	"part of Table 1 is a compact representation of three generic rules ; for instance , Line 1 means that/IN the labels themselves are transitive . Note that/IN during human annotation , if an annotator looks at a pair of events and decides that/IN multiple well-defined relations can exist , <<< he/she >>> labels it vague ; also , when aggregating the labels from multiple annotators , a label will be changed to vague if the annotators disagree with each other . In either case , vague is chosen to be the label when a single well-defined relation cannot be uniquely determined by"
1170	1999_tc_1_6	"a similarity score for each sentence based on the common and contiguous segments as well as the length of the sentences under comparison . The common as well as the different elements of the two sentences that contributed to this score are located and presented to the user so that <<< he/she >>> adapts efficiently the suggested translation . In the simplest case an element corresponds to a wordform . The second approach was based on an "" "" enhanced "" "" string edit distance algorithm . This particular algorithm is based on a dynamic programming framework and on the same sentence representation"
1171	C10_1020	"Magic Johnson is not a member of Magic . The symbol ^ indicates that/IN the person name is neutral ( or irrelevant ) to the teams in the finals . In addition , the symbol + indicates that/IN the person name represents a relative of a member of the team <<< he/she >>> is bipolarized to ; or the name is a misspelling , but it refers to a member of the bipolarized team . This kind of bipolarization is correct under the non-strict evaluation strategy . As shown in Table 1 , the proposed method bipolarizes the important persons in the finals"
1172	W10_4339	"is able to handle or he/she is interested in the determinants . k m is set to "" "" 1 "" "" if the user knows ( or is listed by system ' s recommendations ) that/IN the system can handle determinant m and "" "" 0 "" "" when <<< he/she >>> does not . For example , the state that/IN the determinant m is the potential preference of a user ( but he/she is unaware of that ) is represented by ( k m = 0 , p m = 1 ) . This idea is in contrast to previous research"
1173	W08_1605	"of their interest chosen from the Yahoo ! directory ( dir . yahoo . com ) : examples were "" "" ballet "" "" , "" "" RPGs "" "" and "" "" dog health "" "" . For each user , we created the following 3 questions so that <<< he/she >>> would submit them to the QA system : Q per , related to the user ' s profile , for answering which the personalized version of YourQA would be used ; Q bas , related to the user ' s profile , for which the baseline version of the system"
1174	W14_2514	"dynamics during the course of an interaction correlate with the power differences between its participants . We perform this study on the US presidential debates and show that/IN a candidate ' s power , modeled after their poll scores , affects how often he/she attempts to shift topics and whether <<< he/she >>> succeeds . We ensure the validity of topic shifts by confirming , through a simple but effective method , that/IN the turns that/IN shift topics provide substantive topical content to the interaction . In this paper , we investigate how topic dynamics during the course of an interaction correlate with"
1175	W05_1616	"them ? This is particularly difficult because SkillSum does not know what might have gone wrong during the test : perhaps there was a problem with using the computer or the mouse ; or perhaps the user had difficulties with reading the screen because of poor eyesight ; or perhaps <<< he/she >>> has severe learning difficulties . Knowledge acquisition for SkillSum is difficult because the task of generating adult basic skills summary reports is novel , poorly-understood and complex . See Reiter et al. 2003b ] for a detailed review of KA problems specific to NLG . Like the smoking cessation letters"
1176	2000_amta_workshop_3	"verb , he/she has to use the trail-and-error method to make his/her choice . The third stage is meant to help the learner to keep in mind the new information he/she has obtained at the lesson . After the learner has chosen the synonyms to all the phrasal verbs , <<< he/she >>> is supposed to fill in the table in which his/her work is summarized : Phrasal Verb Synonym Russian equivalent At the fourth stage , the learner is supposed to extend the electronic dictionary by adding to it the phrasal verbs having idiomatic meanings that were absent in the initial dictionary"
1177	2020_emnlp_main_507	"and factuality of the resulting , compressed sentence . Each annotator is paid 50 cents upon completing the HIT ; this pay rate was calibrated to pay roughly $10/hour . After all assignments are completed , we filter low-quality annotators according to two heuristics . An annotator is removed if <<< he/she >>> completes the assignment in under 60 seconds or answers the challenge question incorrectly . We see a substantial increase in agreement for both the grammaticality and factuality studies among the remaining annotators . The absolute agreement scores , as measured by Krippendorff ' s α ( Krippendorff , 1980 )"
1178	2022_findings_acl_285	"the corresponding aspect . The symbol means the predicting sentiment is correct , and the other symbol means the predicting sentiment is wrong . when a person tries to understand a relatively long sentence , he/she first read the entire sentence . Subsequently , after giving a specific aspect , <<< he/she >>> will dynamically select related words based on the previous memory state until he/she fully understands the sentiment polarity of the given aspect . Interestingly , the above phenomenon is consistent with our dynamic re-weighting adapter ' s chosen result . Specifically , as Figure 3 ( b ) shows ,"
1179	W17_5051	"; e. g. *&lt;ien&gt; is assigned both &lt;ihn&gt; ( orthographically correct ) and &lt;ihm&gt; ' him ' ( grammatically correct ) . However , decisions about grammatical and orthographic errors are not consistent . For instance , at one point ( er/sie ) *&lt;seht&gt; ( instead of &lt;sieht&gt; ' ( <<< he/she >>> ) sees ' ) is marked as a grammatical error , at another point as an orthographic one . Two German L2 learner corpora are annotated with more than one target hypothesis : Falko ( Reznicek et al. , 2012 ) and EAGLE ( Boyd , 2010 ) . Falko"
1180	W94_0313	"overall causative situation : that of ( a certain degree of ) control of the situation , and especially over the agent of the underlying caused event , labeled the Causee ( see below ) . In other words , a speaker will use this type of construction only ff <<< he/she >>> believes that/IN the Causee is under control of the Causer . If he/she does not believe this is so , a construction that is neutral to this respect ( in the given language ) will be selected . In SFG , the ( social ) status of the participants involved"
1181	L18_1338	", the users are able to look at the instructions without moving their heads as it would be the case if they had to look at printout versions of the instructions . Additionally , the setup forces the user to direct the Leap Motion at his/her hands to see what <<< he/she >>> is doing . This behavior is necessary for satisfying hand tracking performance . For object tracking , the RGB as well as depth data of the Kinect camera is recorded as a ROS 3 bag on a separate machine running Ubuntu . The models of the objects were created beforehand"
1182	W09_0307	"ODIN allows a variety of search options , including search by language name or code , language family , and by grams and their related concepts ( e. g. , Accusative case ) . Once data is discovered that/IN fits a particular pattern that/IN a user is interested in , <<< he/she >>> can either display the data ( where sufficient citation information exists and where the data is not corrupted by the text-topdf conversion process ) or locate documents from which the data is extracted . Additional search facilities allow users to search across linguistically salient structures ( "" "" constructions """
1183	Y12_1056	"of expressive and social factors of politeness , i. e. mitigating device combined with pre-sequences but also with att . getter in a reverse order . It means that/IN , when a requester used an att . getter ( a specific greeting etc. ) , it is more likely that/IN <<< he/she >>> used an expressive factor , which raised the indirectness of the utterance and decreased its possible negative effect . Similarly , if he/she used indirect expression of perspective -F2 then he/she combined it with politeness features , so the most frequently observed association rules were those indicating the preference of"
1184	W17_5505	"the system prompts the user with a goal , which is a randomly chosen combination of departure place , arrival place and time ( e. g. leave from CMU and go to the airport at 10:30 AM ) . The system also instructs the user to say goodbye if the <<< he/she >>> thinks the goal is achieved or wants to give up . The user begins a conversation with one of the two evaluated systems , with a 50/50 chance of choosing either system ( not visible to the user ) . After the user ' s session is finished , the"
1185	M95_1001	"that pos t ( if an article describes a person leaving and a person starting the same job , there will be two IN_AND_OU T objects ) . The IN_AND_OUT object contains references to the objects for the PERSON and for the ORGANI-ZATION from which the person came ( if <<< he/she >>> is starting a new job ) . The PERSON and ORGANIZATIO N objects are the "" "" template element "" "" objects , which are invariant across scenarios . "" Learning Accurate , Compact , and Interpretable Tree Annotation We present an automatic approach to tree annotation in which basic"
1186	2020_coling_main_91	"a controlling strategy in the form of control questions . For every 6 tweets , we have included one control question with a known answer . Users who have made 3 consecutive mistakes will receive a warning message . If the user still keeps on randomly annotating the tweets , <<< he/she >>> will be blocked after the fourth attempt . Another challenge in the crowdsourcing annotation framework is the preparation of concise annotation instructions that/IN users can read and understand it instantly . However , it is very tough to display long instructions and annotation examples that can fit mobile devices ."
1187	W04_0209	"to the end of the corpus . In this strategy the annotator must read and analyze the sense of each word every time it appears in the corpus . The second annotation method is transversal ( or "" "" lexical "" "" ) ( Kilgarriff , 1998 ) , where <<< he/she >>> annotates wordtype by word-type , all the occurrences of each word in the corpus one by one . With this method , the annotator must read and analyze all the senses of a word only once . We have followed in Cast3LB the transversal process . The main advantage of"
1188	W16_3646	"s low capability of continuously generating appropriate small talk utterances . Introduction Our goal is to build dialogue systems that can obtain information from users . In this paper , we call such systems interview dialogue systems . An example is a dialogue system that interviews a user about what <<< he/she >>> ate and drank . The information obtained by the system is expected to be used for health care . Although interviews have not been as popular as database search and reservations as applications of dialogue systems , they have commercial potential ( Stent et al. , 2006 ) . Interview"
1189	2021_sigdial_1_28	"the current speaker ( Goffman , 1981 ) . In this scenario , the side participants can either be silent while the main speaker talks or can express their reactions towards the main speaker . In the latter case , it is expected that/IN the main speaker will feel that <<< he/she >>> is listened to and understood more and also feel empathy from others . Therefore , in multi-party attentive listening , the system needs to act as a moderator to involve the side participants in the dialogue . To promote the involvement of the side participants , this paper proposes a"
1190	W00_1011	"( i. e. , temporary ) shifting between local expertise levels and accumulated ( i. e. , long term ) shifting between accumulated expertise levels . Local shifting adjusts the expertise level temporarily -by observing the user confirmation ( currently an explicit user confirmation is expected ) which indicates whether <<< he/she >>> understands a certain instruction . The reason for temporary adjustment is because we assume that/IN the user is having trouble understanding only this particular instruction and not the overall solution . The accumulated shifting permauently adjusts the user expertise level depending upon two threshold values : EXPERTLEVEL and NOVICELEVEL ."
1191	W19_7509	"Sanskrit Shabdamitra are : Teachers , Students and Parents . Teachers ' concern is that/IN he/she should be able to convey the entire content to students in all the possible nuances and make them competent in language learning , and prepare them for examinations . Students ' concern is that/IN <<< he/she >>> should learn and understand the content as exhaustively as possible in all nuances and grow in terms of competence and be prepared for examinations . Parents ' concern is that/IN their child should get quality education and obtain competitive results . All these stakeholders and their concerns were considered while"
1192	W14_0618	"Bunescu and Mooney , 2005 ) and parse trees ( Zelenko et al. , 2003 ; Culotta et al. , 2004 ) . In addition , several studies use semisupervised learning . DIPRE ( Brin , 1998 ) tries to find the relationship between the author interest and the book <<< he/she >>> had written . Snowball ( Agichtein and Gravano , 2000 ) uses an architecture that is not very different from DIPRE to determine the relationship between an organization and its location . Meanwhile , Knowitall ( Etzioni at al. , 2005 ) examines relation extraction in heterogeneous domains of text"
1193	W01_1012	" Should I install Netscape 6 ?  "" ) . One can take them on face value or not . In explicitly argumentative , and in loaded topics ( like politics ) it is in the interest of the user to have elements of context in the cognitive modeling <<< he/she >>> is doing of the text contents . Paying due attention to argumentation contributes in two ways : -by giving contexts to answers , helping qualify them for credibility -By answering to questions about opinions and stances : what Levels of Answering : on topic , on question , with justifications"
1194	C88_2097	", they suppress each other , and at last the connection from the most strongly activated B'un : Lt wins . Even if a C unit is not so strongly activated , the C-connector sends these requests . Before a human has read a whole sentence , or even if <<< he/she >>> reads only few words , he/she predicts a complete or fairly large part of parse tree of possible sentence , This is why we adopt this low threshold strategy of requests sending . A--connector : When an A-connector receives a request for connection from the other sub-network ' s Cconnector"
1195	1999_mtsummit_1_86	"creating a user ' s dictionary is not as simple as it may look . First of all , knowledge must be possessed about basic Japanese and English grammar in order to build a useful dictionary . For example , if the user wants to enter a Japanese verb , <<< he/she >>> ought to know the type of verb : There are eight types of verbs in Japanese depending on how they conjugate . Therefore , it is essential for the user to acquire basic Japanese grammar as well as English grammar . It is vital for him/her to know a part"
1196	S15_2082	". Similarly , in "" "" I was so happy with my new Mac . "" "" ( Next sentences : "" "" For two months ... Then the hard drive failed . "" "" ) , even though the reviewer says how happy he/she was with the laptop , <<< he/she >>> is expressing a negative opinion . For the polarity slot the possible values were : positive , negative , and neutral . Contrary to SE-ABSA14 , the "" "" neutral "" "" label applies only to mildly positive or mildly negative sentiment , thus it does not indicate objectivity ("
1197	O04_1013	"by JavaScript . Table 2 gives a list of objects provided by WIS . Data Extraction from HTML Pages WIS adopts WIDL for data elements extraction from HTML pages , but with some enhancements . When a user wants to find something in a HTML page that has changed , <<< he/she >>> first identifies unchanged parts , such as titles , which were associated with the wanted data in past versions . Whenever the unchanged part is found , it is very likely that/IN the desired part of the page is located nearby . The &lt;REGION&gt; element with the SINGLE attribute tells"
1198	L18_1424	"it a bit hard for our system to learn common phrases and utilize patterns for detection . -'I love when I see people using the elevator at the gym . ' The speaker could be mocking the act of people using the elevator at the gym ( by saying that <<< he/she >>> loves to see this act ) , or could me mocking the people , because they use the elevator at a gym ! • Lack of Context : Context may often be necessary to determine a sarcasm target . Consider the sentence : ' Oh , you are such a"
1199	2004_tc_1_13	"a ) Costs of CAT tools -average salaries in developed countries are much higher than in the 10 "" "" new "" "" EU member-countries , therefore prices of CAT tools are seen as very high in Central/Eastern Europe . Even if a translator has heard about CAT tools , <<< he/she >>> cannot afford to buy the licence . b ) Confusion of CAT tools with automatic translating machines . Translators do not believe automatic translation can be of any help and are proud to say that/IN they do everything themselves ( ! ) . II . Why CAT tools cause problems"
1200	W04_1607	"used to distinguish these elements from regular inflectional morphemes since the distinct part of speech information may be needed at a later stage of processing , e. g. , for parsing or machine translation . Each word-like prefix is presented by its stem form : av ) ‫او‬ ( ' <<< he/she >>> ' for the pronominal clitic and bh ) ‫ﺑﻪ‬ ( ' to ' for the baseform of the preposition . This stem form is then followed by the relevant morphosyntactic tags . If the information is not required , as in the case of certain information retrieval applications , the"
1201	Y08_1044	"is one thing and to use it is another . User ' s optional control means that/IN users can control the process of the translation engine as much as they want and can turn off functions which they do n't want . If a user is poor in English , <<< he/she >>> probably wants to focus only on the rewriting of the Korean sentence . If a user knows the translation process well and wants better translation , he/she is going to revise errors from translation engine more deeply . A user can select the level of engine control and the system"
1202	2001_mtsummit_papers_62	"a piece of paper . The Japanese text is announced twice in a minute , and there is a pause in-between . To measure the English capabilities of the Japanese natives , the TOEIC score is used . The examinees must each present an official TOEIC score certificate showing that/IN <<< he/she >>> has officially taken the test within the past six months . The test text is from the SLTA1 test set , which consists of 330 utterances in 23 conversations from a bilingual travel conversation database ( Morimoto et al. , 1994 ) . The SLTA1 test set is open for"
1203	W19_5506	"tend to annotate with rounded numbers ( e. g. -1.0 , -0.5 , 0.0 , 0.5 , 1.0 ) . The Consolidation Mode In consolidation mode , CoSACT is able to smoothly consolidate a previously annotated dataset . At the first time the user tasked with consolidation logs in , <<< he/she >>> is requested to specify the number of required annotations per microblog as well as to set an acceptable deviation . The deviation defines the degree of variation between the annotations of a text . These two values are then used to automatically consolidate all microblogs which fulfill the given criteria"
1204	W12_3626	"2001 ) . Agreement & Disagreement Agreement can act as an affordance to an individual or as a means to establish solidarity between individuals . Likewise disagreement can act as a way of undermining or challenging credibility . However , Agreement Statements that/IN a group member makes to indicate that/IN <<< he/she >>> shares the same view about something another member has said or done . Challenge Credibility Attempts to discredit or raise doubt about another group members qualifications or abilities . Disagreement Statements a group member makes to indicate that he/she does not share the same view about something another member has"
1205	E87_1038	"heuristics for parsing within a particular application . Introduction Computer-based environments for the linguist are conceived as sophisticated workbenches , built on AI workstations around a specific parser , where the linguist can try out his/her ideas about a grammar for a certain natural language . In doing so , <<< he/she >>> can take advantage of rich and easy-to-use graphic interfaces that/IN "" "" know "" "" about linguistics . Of course behind all this lies the idea that/IN cooperation with linguists will provide better results in NLP . To substantiate this assumption it may be recalled that/IN some of the most"
1206	W04_1112	"that/IN the document treats , the writer of the document , we expect , uses N not only many times but in various ways . One of typical way of this kind is that/IN he/she composes quite a few compound words using N and uses these compound words in documents <<< he/she >>> writes . For this reason , we have to focus on the relation among simple words and compound words when pursuing new ATR methods . One of the attempts to make use of this relation has been done by Nakagawa and Mori ( 2003 ) . Their method is based"
1207	O05_3003	". The first contains backchannels and signals for understanding feedback . They are important for keeping a conversation going . The listener has no substantial issues to address , so it is necessary for the listener to acknowledge that/IN the message delivered by the speaker has arrived , and that/IN <<< he/she >>> is listening . The second group contains dialogue acts used to begin a sub-topic or to explain the content of a sub-topic . Both begin_statement and explain make up the essential part of a discussion . They build up the framework of the whole discussion . The third frequent group"
1208	2020_findings_emnlp_224	"conversation . Person A ' s first utterance indicates that/IN he/she is tired of arguing with person B. The tone of the utterance also implies that/IN person B is getting yelled at by person A , which invokes a reaction of irritation in person B. Person B then asks what <<< he/she >>> can do to help and says this while being angry . This again makes person A annoyed and influences him/her to respond with anger . This kind of inferred commonsense knowledge about the reaction , effect , and intent of the speaker and the listener helps in predicting the emotional"
1209	W16_1803	"both the aforementioned approaches , using the generation of lexical variants as the departure point for a distributional semantic analysis . Compositional expressions exhibit systematicity ( Fodor and Lepore , 2002 ) in that if a speaker can comprehend spill the beans as taken literally and drop the peas , <<< he/she >>> will also be able to understand spill the peas and drop the beans , but this does not happen if we read spill the beans as an idiom . The restricted lexical substitutability of a given construction could thus be regarded as a clue of its semantic noncompositionality and idiomatic"
1210	W00_1011	"( i. e. , temporary ) shifting between local expertise levels and accumulated ( i. e. , long term ) shifting between accumulated expertise levels . Local shifting adjusts the expertise level temporarily -by observing the user confirmation ( currently an explicit user confirmation is expected ) which indicates whether <<< he/she >>> understands a certain instruction . The reason for temporary adjustment is because we assume that/IN the user is having trouble understanding only this particular instruction and not the overall solution . The accumulated shifting permauently adjusts the user expertise level depending upon two threshold values : EXPERTLEVEL and NOVICELEVEL ."
1211	W16_3906	"the post , we can judge that/IN a reporter does not mention a post flood in the past . close We can judge from the post that/IN a reporter reports flood in front of him/her . distance far We can judge from the post that/IN a reporter reports flood but <<< he/she >>> is not at the place where he/she experienced flood . misc Except close and far . Table 1 : Labels for the flood disaster events . we focus on the prediction of an event using linguistic features to discuss potential issues in text-based event classification . Vieweg et al. ("
1212	Y18_1016	"synthesize a dataset based on the natural question combination patterns . We exhibit improvement in the performance of the DrQA system when it encounters compound questions which suggests that/IN this approach is vital for real-time human-chatbot interaction . "" When a human interacts with an information retrieval chat bot , <<< he/she >>> can ask multiple questions at the same time . Current question answering systems ca n't handle this scenario effectively . In this paper we propose an approach to identify question spans in a given utterance , by posing this as a sequence labeling problem . The model is trained and"
1213	W11_4610	"also be taken into account . For this , we are planning to use the comparability measure developped by Bo and Gaussier ( 2010 ) . • The joint use of several language resources seems to bias the results as the translators ' behaviour changes in function of the resources <<< he/she >>> has as his/her disposal . It is better to have only one resource per situation of translation , for instance : situation 0 : no resources , situation 1 : assessed terminology only , situation 2 : Internet only . • Translators should be prepared to translate in a situation"
1214	P14_2056	"2013 ) . We modeled the problem of detecting power relationships differently in ( Prabhakaran and Rambow , 2013 ) : we predicted whether a participant in an email thread has a certain type of power or not . However , in that work we did not predict over whom <<< he/she >>> has that power . This may result in noisy features ; consider a thread in which participant X has power over participant Y , who has power over participant Z. By aggregating features over all messages sent by Y , features salient to a subordinate-superior interaction are incorrectly conflated with"
1215	Y12_1056	"-a native speaker . The next pair was spe . perspective and politeness feature ( F2 with F4 ) . In case when the author of English request used more direct utterance through factor F3 , he/she mitigated this directness with expressive factor F4 ( politeness feature ) . When <<< he/she >>> decided to express him/herself in a more indirect way , he/she used a combination with politeness feature ( F2 with F4 ) reinforcing the likelihood of request fulfilment , which is confirmed by the last couple of factors . The analysis results for Slovak requests were partially different . The"
1216	2001_mtsummit_papers_20	"asked to answer another set of TOEIC reading comprehension questions , this time in original English text , in order to measure his command of English . Having answered these two sets of questions , the subject is asked to give his/her impression as to which of the two sets <<< he/she >>> found more comfortable to answer . The scores obtained in the sets are calculated for all the subjects , and together with their impression judgments , the data is processed with respect to their English ability Overview of TOEIC test set The original TOEIC test consists of two main sections"
1217	W19_5506	"red button ) , labeling it as irrelevant ( blue button ) , or the annotator can click on one of the two grey buttons . In this case , the annotator then chooses to label the data as "" "" I do n't know "" "" , in case <<< he/she >>> is unsure about the correct annotation , or as "" "" Not enough information "" "" , in case the uncertainty clearly derives from the presented data itself . This differentiation provides insights about the information content of the data as it becomes clear whether a text might have been"
1218	L16_1249	") was used . This application also supports users , groups and task management and has a multilingual help system . The administrator can assign users to tasks based on their background knowledge ( such as assigning only translation tasks etc. ) . If the user is assigned all tasks <<< he/she >>> can continuously and efficiently work through all processes for given sentence . For word alignment , POS tagging and tree building user input can be performed using only the mouse . Figure 1 shows the user interface for word alignment annotation between an English sentence and the corresponding translated Myanmar"
1219	L16_1032	"to define lexical curriculum for L2 learners . One possible way to address this problem consists in creating vocabulary lists in which each word is located on a proficiency scale . Given the level of a target reader , it is therefore possible to have an estimate of the words <<< he/she >>> is supposed to know . With this in mind , we present a lexical resource , SVALex , aimed not only at learners and teachers of L2 Swedish , but also at lexicographers , L2 test and curriculum developers , as well as researchers within Intelligent Computer-Assisted Language Learning ("
1220	Y15_1007	"desks first if they agreed to participate in our experiment . After they signed the consent forms , they could then read the introduction on the screen and press "" "" I Agree "" "" to start to fill in the questionnaire . Once a subject finished the experiment , <<< he/she >>> would get an allowance of 100 Hong Kong dollars . All the 78 subjects finished the experiment , so we collected 78 responses . Data Cleansing and Result Calculation We firstly checked the responses one by one and filtered out invalid ones . A response is considered invalid if 1"
1221	C88_2097	"and at last the connection from the most strongly activated B'un : Lt wins . Even if a C unit is not so strongly activated , the C-connector sends these requests . Before a human has read a whole sentence , or even if he/she reads only few words , <<< he/she >>> predicts a complete or fairly large part of parse tree of possible sentence , This is why we adopt this low threshold strategy of requests sending . A--connector : When an A-connector receives a request for connection from the other sub-network ' s Cconnector , if the A-connector has not"
1222	C92_2110	"the language , lie/she also defines a reply gem eration procedure . The procedure is called when the corresponding linguistic pattern is matched with an input qucry ( See Figure -3 ) . Repair-4 is tile most dilficult of all repair types for an apl)tieation designer . In Repair-d , <<< he/she >>> must dctine not only a new semantic concept , but al. qo the definitions of slots in the semantic cnncept , the procedures which fill the slots , the relations between the new semantic concept with existing other sentantic coucepts~ various constraiuts anlong concepts , etc. lIowever , relnember that/IN"
1223	2022_bea_1_23	"walk -yaw- : andar to go -ke- : habitualmente usually -la- : negación a modo "" "" normal "" "" indicativo negation -i : el / ella he/she Given this , 5 the goal is that/IN the learner deduces "" "" el/ella no anda caminando habitualmente "" "" "" "" <<< he/she >>> does not usually go for walks "" "" . The challenges of this informal analyzer are many . Among them : how to give enough meaningful translations so that/IN they can match the initial experience of learners , but as well , do not confuse them ; how to deal"
1224	L16_1224	"not know the task . In this study , the focus is on the information transmitted by the teacher . Although we are aware that ' knowing ' learners react differently than naive learners , we argue that/IN for our research questions it is sufficient that/IN the teacher assumes that/IN <<< he/she >>> is explaining the task to a naive learner . In the following , the tasks , the reasons for construing the specific tasks and the setups for collecting the respective data are described . The focus in all tasks was on gathering multimodal information transmitted by the teacher , because"
1225	1994_bcs_1_18	"in text generation . It explained how a variety of languages , a variety of sentence lengths and structures , and a variety of more or less concise wording can be achieved . In a computer assisted MT environment , the user can be given the choice of which realisation <<< he/she >>> considers best . On the other hand , in a fully automatic MT system , more meta-rules should be included that can measure the "" "" degree of expressiveness "" "" of a realisation or also that can give a "" "" measure of distance "" "" between the wanted"
1226	C92_2110	". Suppose that/IN KBP could not interpret a NL query which included an expression , "" "" price is more than $100 , and less than $200 "" "" . The aPl)lieation designer judges that/IN the part of the query mnst be defined as a pattern-concept pair . Then , <<< he/she >>> defines a new pattern-concept pair : [ Definition-1 ] If a pattern sequence is : [ "" "" fiekl-nanm(Field ) , 1 { Field i~typc-of numerical } , ~ more than , number(N1 ) , le~s thmt , number(N2 ) "" "" 1 , do the followings : ( 1"
1227	W07_2301	"the other hand , is determined by the perceptions of the system users . It "" "" results from a perception and a judgment process , in which the perceiving subject ( e. g. a test user of the system ) establishes a relationship between the perceptive event and what <<< he/she >>> expects or desires from the service "" "" . Quality is thus everything that is perceived by the user with respect to what she expects from the system . User factors like attitude , emotions , experience , task/domain knowledge , etc. , will influence the perception of quality ."
